participant_id,delay_0,delay_7,delay_30,delay_90,delay_180,delay_365,delay_730,Amount,Commodity
1,87.04693198914875,84.2771110686315,72.24349702616739,50.20974276046668,58.914898136877014,50.61934665329072,37.45124932548026,100,Money
2,89.17710723163299,75.49264358299612,46.802604915290814,68.8416914467527,66.58092325299941,47.91100778389284,50.49108581064056,100,Money
3,91.27622173373535,79.83050394459363,66.60473934706924,54.5052331971293,28.88354190768291,64.43291302259286,45.23304586667177,100,Money
4,91.48683265258042,87.7976794216133,58.31814193658797,66.73880412801776,54.44823365595208,45.14380474785616,43.53827786480018,100,Money
5,77.97433869663936,67.43753146027926,60.43025797527218,33.68050519093859,52.07326514261614,37.252905256839675,39.60600978184465,100,Money
6,95.36475790649641,89.07786044842007,68.2843357102223,52.625068582426394,55.72307266551034,37.8766068123346,36.96850711805739,100,Money
7,80.02668995377584,76.85000759640337,70.55990684960794,51.39468804024455,31.349848617843158,47.74775578092224,37.02440759246414,100,Money
8,71.41788344284754,52.18951068992874,52.376344024447675,44.75876366532714,22.107538116414858,38.8437257398604,26.980807672667794,100,Money
9,96.68904011481759,69.50924852709997,59.473959718427885,51.536987250760745,52.58399041842137,53.4682118271517,51.54811975322247,100,Money
10,78.22077135506024,82.27052516296725,67.6333710858808,63.17059791626908,42.42900001191565,52.31017560600859,31.90635241661622,100,Money
11,91.03651064306561,82.91707275324138,79.69320643222323,50.92107360041964,71.04281048985547,51.211625294252514,53.644671184228415,100,Money
12,91.6163500626393,55.09010955980492,42.87756617714601,45.941211927558186,43.615907226779164,52.933851669015354,16.43747772187438,100,Money
13,90.52747232698263,51.8713243493011,38.78286974194462,30.88202937553857,45.25756571329539,42.76109845002014,36.91926143612377,100,Money
14,83.67314838101959,58.60537011570236,68.41626924581749,56.41281320211374,55.334200437778335,32.954741066459164,28.273132387376926,100,Money
15,84.33356678595165,74.28793664779346,75.84877108046634,84.8195619309471,41.896759798074996,73.19192978628134,27.45437542382455,100,Money
16,103.08172008294747,63.82232932766556,61.90971789384253,47.04149949447488,41.27010683831881,36.604979985655035,30.36940198593338,100,Money
17,107.25022880990801,56.968471292934105,70.99295013094672,44.326157909305195,43.181533031836324,35.489942982979315,48.79758443622882,100,Money
18,74.82513130316032,38.039186252606505,48.47756987555138,49.86880571661791,59.25855575611219,43.63728403528281,33.41972971129789,100,Money
19,83.0144054305022,65.71035932657868,54.0934298103859,47.52780971494003,50.68113678325202,48.5477737816228,32.73441600133806,100,Money
20,78.85129373479316,80.10278805852616,66.28339135721511,66.08516855707077,63.366517838953726,52.186939963258965,45.40409965092741,100,Money
21,83.18952308453328,68.27986544527086,40.26200170728285,61.35497611023133,49.57264963338564,43.24807529004178,54.82740898113149,100,Money
22,97.63650839014907,78.62774311475987,47.75065398262848,52.90455338951317,42.79073456565449,33.622757742972,28.55657605070867,100,Money
23,95.5499554787474,79.04499147537881,77.17546601625553,63.46197946665478,44.35903192411968,37.40574213960599,30.327206531481593,100,Money
24,94.88297380864763,52.105066382957645,57.00953879283976,41.97386585815329,36.557060858593786,36.608436889197826,45.342400127039,100,Money
25,79.90211001849542,47.23862407554547,64.89311005923203,57.50812966560026,61.92747503520774,41.145739577535196,41.44326386362359,100,Money
26,94.022105479445,80.31348081958124,54.84756505584812,67.67551198060428,58.953968790358566,47.89631443403674,46.97089096792898,100,Money
27,91.80348798745703,80.44572478424153,75.88427211400801,66.12297549813937,49.81069667093337,43.75194914635139,45.37715900958926,100,Money
28,85.86204672872218,63.58670378868312,81.7040298603814,43.81733690571589,45.127918311395284,41.38236135280587,43.44774985062334,100,Money
29,106.91036407738638,61.06326014633475,60.31777935750959,55.98893627738064,45.05726434616242,49.38054099710014,39.92699993248624,100,Money
30,73.33354686971637,75.95048525365662,67.76130765333342,56.753048653187406,49.85199223746085,53.6642644938832,36.7898534655893,100,Money
31,95.90538601207258,72.62204460871172,73.2850764774178,52.59741833401341,57.622775270530674,42.77878204310219,48.175221564280854,100,Money
32,86.30615642234447,85.9650030764094,42.66387356637176,66.10039955376294,49.18031168801613,31.603667022794852,46.38390143788814,100,Money
33,79.70456132917701,47.34980934942644,61.600565344926345,66.84822453344694,58.26478371290284,40.81671696287192,45.27036905731246,100,Money
34,84.30947688418247,79.37600420022954,38.20740497027914,60.057229846881256,38.195002401062155,53.63803472030958,23.146271772433906,100,Money
35,76.8214787730388,74.60400023114092,58.022818367306385,34.89669429936573,36.42835523898981,41.65653127986525,29.479077991396807,100,Money
36,90.66831274765218,70.7094719467015,65.04255918118538,43.79904383255691,45.10114436470066,47.16827007737631,35.273118254181526,100,Money
37,83.79761528701601,85.97610697077639,62.53933557138065,39.48531807823525,51.44509214990319,51.27106381327716,26.29484025871259,100,Money
38,93.8271832870002,70.7290262186991,62.66376452668329,56.63508226177456,37.1800079757682,24.151120697308343,50.26431543216428,100,Money
39,91.035512793567,78.0702802446713,64.93950753889268,62.60092481271992,61.57053348924329,53.70649041076738,57.25134562232583,100,Money
40,96.80312074522148,75.58491923001738,70.86301609674095,49.123892439789984,48.21024302102009,38.063973127347666,49.12636563351283,100,Money
41,74.72347201476786,76.68347589410581,44.00060747179522,54.00650679104145,39.3456565341367,51.37241384230839,41.259575673867495,100,Money
42,94.64392220105105,52.219138284496495,51.81743225216009,53.730316552085945,49.07026870864965,43.36923272067683,51.355508905520416,100,Money
43,103.12304651463839,66.22799015824772,69.99662554268478,53.86732364875172,63.767312182338344,47.6134946810358,53.54457759017231,100,Money
44,79.9384671351794,57.799798679398094,71.00808743655283,61.343968639863796,40.39740979321954,38.9161978294004,33.29318912103537,100,Money
45,82.89934357894066,54.11666700113153,86.10031943493246,71.54183921824267,64.38900232452715,63.13858383361871,45.80616454050322,100,Money
46,80.90963665088213,58.63348481250951,52.79805129713803,59.264080347428546,36.85014243428391,10.842292584419738,38.58179616267052,100,Money
47,94.64039881022865,73.19854789523059,61.302998912046654,53.110668004635556,45.60837580465602,44.93677625464263,41.10676431728864,100,Money
48,104.33989635395248,63.134090500284394,65.87618123706757,54.394685777264,56.47334306235645,51.14639907292388,41.07001836035798,100,Money
49,80.75787839324988,72.07256226989222,43.78860978467982,38.046838503468294,49.363069575461246,64.66758194571803,62.53276786281711,100,Money
50,87.80595189042191,84.57512778491738,57.92376335990603,82.58031473540818,52.60713404996627,45.172198137407015,52.69532304322198,100,Money
51,93.36056953665022,60.83183929309096,65.30804614170903,38.18034870254454,57.86910678441831,56.03361237627113,55.35696306315671,100,Money
52,79.60744189197274,68.42552484326278,71.84777537411304,50.77072030335135,46.536644510867674,38.673311802137846,53.2379138320203,100,Money
53,90.41584850450266,68.24444399147932,71.19416238379151,43.323647423661356,56.6841657683761,47.62118536197018,43.859133581160556,100,Money
54,107.74194063094995,63.96780149489874,67.81608578252474,45.366808090545554,51.155064032943734,29.914376556479567,39.90997473464998,100,Money
55,80.67732591523843,58.04166469785815,68.13491332889663,53.65465743422353,61.87432847451599,43.26767704887331,37.48934035650504,100,Money
56,75.69739017792074,59.828340494680276,56.165749283926814,51.51210865587959,51.16996644006549,47.37638966455481,43.21392983910121,100,Money
57,74.83128759835355,70.91438240492974,85.9414009554592,55.459331704935934,57.44601348943385,44.312332324365855,26.843918784737205,100,Money
58,87.24295478491098,64.13815746139034,52.03844868622981,65.9960029487116,42.26225589797353,51.392523436766766,43.85456274844408,100,Money
59,91.6095627883963,76.50637780793681,63.08170831650957,36.90037369203386,49.11216315308039,36.852372816720475,30.62297783381732,100,Money
60,97.5239190465031,80.24007332040321,47.225324278151824,63.817709004245145,47.74623553236962,48.01580356132693,30.85752709556093,100,Money
61,85.78664167293046,76.86094341856612,62.131952051916144,66.38089686594016,66.06383017595425,27.674265307078414,32.673940082950836,100,Money
62,88.24028912450005,72.49250342655455,43.97093646290607,65.76588607808637,44.29350942387345,30.919316230987317,40.005830827973384,100,Money
63,70.10556812784291,66.95432129523428,63.61367708383511,34.18163115924102,67.35402084013309,45.05805857741437,56.63823109849379,100,Money
64,96.79983599033328,54.68784969211229,71.1115747852424,72.16639728000972,49.04242324017499,57.2720440132878,32.90141577503622,100,Money
65,94.33619659383263,84.33861252853436,31.353011594832765,66.78666528269554,51.29979932161498,35.585784156099855,48.75299969945469,100,Money
66,79.1919158143323,61.392242223621125,55.60203245893561,64.34986056055374,36.323197082303864,49.92030715042781,40.16885100239827,100,Money
67,68.71596474932055,86.74081285156494,72.26223609945487,55.500271228514904,59.14672018863223,39.57520724299955,31.28252506422797,100,Money
68,100.45307740562038,74.79595909099223,44.54746022740331,23.291278562293776,52.721393019333306,49.918061635008684,50.73068289669865,100,Money
69,109.56656262614077,64.92481735611663,65.90208550687319,66.62638688867389,58.87866409934399,65.35889937423961,49.191932348571925,100,Money
70,103.39665540802214,73.44906445799946,59.2160264167308,54.299596404371904,43.485959566704125,60.00530128088203,48.3870960361966,100,Money
71,94.88611521188211,53.077816652366096,67.49265089158993,42.04183840627094,40.31878018005714,27.24905973291764,44.49568560737809,100,Money
72,88.91277749462951,55.67030729105792,44.75831125477751,53.58017949737691,31.170924657703527,32.93737933420948,26.556300063723686,100,Money
73,81.97018857762671,59.20218612447876,52.645652874111846,42.04570543164252,50.60774197001146,44.928023559564835,17.554550326169974,100,Money
74,96.45583136921418,84.69772637035508,58.39230335131215,47.587326988243156,83.00368516064873,31.74290143047349,43.74148247353663,100,Money
75,75.43120492785842,76.31271347332407,51.20682829905324,48.71841750412986,54.82608030176843,58.6139321087983,48.15135524233597,100,Money
76,86.37697691334367,52.52153829350284,64.69185180864596,56.11664031280498,53.65925358541311,39.546014359590636,51.291759268609844,100,Money
77,63.453742221086614,57.75749409321939,49.67959815748934,55.61594163088307,48.03646292744003,56.67070948940412,47.90412454801412,100,Money
78,90.21443547556427,67.47143910225856,66.11810550861784,68.22171296516493,70.29073668475864,53.89136525297916,51.413590532697754,100,Money
79,96.75454962930179,73.35448629912389,69.78839914341633,57.56299359066525,29.390792176205494,69.04757685154402,61.92473460722767,100,Money
80,93.55090564239397,77.20656977319739,55.34625956421927,63.218742749181445,46.08327895590267,54.25333093281652,41.877791005248255,100,Money
81,95.02570867864091,60.936142432408275,51.790253354300184,52.554185517887426,55.1595916458149,49.39147713080752,37.61066949946951,100,Money
82,92.78561796729286,57.12175893011985,62.914541168508855,49.68328535102839,50.17884948307528,60.53672304278216,34.569907703325,100,Money
83,89.00730144380876,60.62979715745703,62.15439492823894,59.395797668806324,37.745185507388335,48.93049757663164,26.045835243443967,100,Money
84,101.12008538693136,76.22370148734426,52.97410993279091,48.15795243581576,56.495776053583505,54.12672629813031,48.0394511477863,100,Money
85,76.40561659426284,88.71143757403101,70.94293774173222,67.54106110675818,47.461304993378654,34.03515256906907,50.8198763998066,100,Money
86,81.02615063933604,72.06235587192083,69.95653585299087,49.5826779679122,30.247719869462596,36.41152355568906,50.545803594797675,100,Money
87,72.73924247866334,57.54145224665284,67.37700633791464,45.5639547693506,56.17632869989553,36.98265996827449,36.69611769404084,100,Money
88,88.87667235485162,76.24520037660325,51.63598337380566,50.49567992504219,64.03335131635356,69.12753002156037,64.25906540198199,100,Money
89,83.77747532862854,64.08938134975506,56.952186458180634,63.71933902345688,56.916696045851275,61.86858260628257,56.54687559057449,100,Money
90,98.09235732649485,67.3851315109337,54.77464772808861,42.89052688815125,44.05270765845026,39.14345328835317,53.90837953472455,100,Money
91,76.86019452291748,70.53628401351952,68.60818845389099,55.07006825903173,64.25466705966393,47.062879069843646,50.7071643581258,100,Money
92,106.75079174271288,50.067150386426256,59.18094590128965,38.457089254534125,43.77550333279392,65.62693527746968,45.869868678704435,100,Money
93,79.69386272173236,73.76419211527221,43.437851932662,49.06582924045024,51.53270252169949,51.78219598880949,39.022330524414244,100,Money
94,77.82666450269704,53.9742143150706,49.06709098657761,45.672202520653116,55.89695494790348,46.38604242952849,51.8721553732625,100,Money
95,94.85341717035747,72.51331164687085,64.941723939698,42.869672973594426,33.34213565347004,58.312487719228535,50.82389691449514,100,Money
96,85.4422975661397,69.32405853087558,69.2853702372959,44.45089055440387,47.956536598416335,55.3995097289792,51.80679043078706,100,Money
97,115.89348346132647,78.87203492987149,54.01584211792543,47.89458694522994,53.08556836522829,59.44808050244637,31.1343633446117,100,Money
98,77.93595165020851,62.820773994351214,63.10045251261542,67.13534061034275,42.440113235643366,58.306519615199434,53.313285040424475,100,Money
99,77.03658547326275,64.71008060783348,60.391257953223736,63.804947091628726,53.645115231833756,68.2867361894514,43.89106213241495,100,Money
100,94.7590864621806,85.5909156872846,64.39208472847812,57.947515116510935,65.74881197605706,61.02959495213457,49.07080446259042,100,Money
1,987.0469319891488,880.4293948004414,788.5548139719571,706.0771119381349,678.459053438428,634.9124851380974,589.000454840211,1000,Money
2,989.1771072316329,833.582135798158,712.205064840799,667.2849933047722,625.6255091101528,569.2296433853868,537.1945179877459,1000,Money
3,991.2762217337354,821.7575457698683,721.906657401548,648.3998488698221,586.6393900790345,587.4695313540553,536.26924496552,1000,Money
4,991.4868326525805,846.0744610440086,731.357431270634,678.4327115933551,629.8600250013313,585.6098699058001,551.7291339632696,1000,Money
5,977.9743386966394,814.8221956321643,719.2156288322736,629.3200757957899,610.5575444414196,560.0788428588087,529.6117435655865,1000,Money
6,995.3647579064964,852.0305751280638,744.2106943454863,665.5243494556663,631.3423278208903,577.6231821377736,543.6281159630024,1000,Money
7,980.0266899537759,803.6509713185403,708.1585385996802,626.5007655543952,569.8731653328491,551.2460660706718,508.3432088401917,1000,Money
8,971.4178834428476,780.2710424033527,693.8420751008275,625.476833649253,567.1804564518953,549.714748345845,506.3557192762516,1000,Money
9,996.6890401148175,818.8075581555793,727.3415693744772,661.3718229387814,628.0786693617698,595.8180943997069,563.2020331294908,1000,Money
10,978.2207713550603,838.1483715119443,743.7489214168713,682.138948216631,627.4912537528602,604.5870764185448,553.7677936575324,1000,Money
11,991.0365106430656,884.4881819063704,804.2610929733966,716.7934325795484,701.5113609048153,647.2318712275547,617.5868099612045,1000,Money
12,991.6163500626393,782.5958549406173,680.9926527359206,621.3999610364955,582.396161815697,556.6004127673084,487.8467612769125,1000,Money
13,990.5274723269827,781.2003448488301,677.0519035384298,605.2379732633821,582.23500098988,543.9966383019955,505.3642290016835,1000,Money
14,983.6731483810196,777.7726529358174,696.4461533148099,620.9538245996739,582.8276559279911,525.05977476,487.93743254748534,1000,Money
15,984.3335667859517,834.2428034182886,755.6831017584395,707.022013803298,629.8809019360119,628.0859860218355,551.6531059923963,1000,Money
16,1003.0817200829475,802.8900704350744,710.7790391269995,632.0922964274449,588.8896920144423,548.3745100631326,509.20386038765014,1000,Money
17,1007.250228809908,798.196121592784,732.0474750491436,648.6116413233485,613.9004444937037,573.8025148099645,557.0809366088413,1000,Money
18,974.8251313031603,763.9790713358824,683.7777456649474,621.7151128430353,594.0095887889331,542.9166949385045,500.1520739510061,1000,Money
19,983.0144054305022,794.414165036631,693.98371393631,625.1093677773189,591.7614335204277,554.6639174514073,506.71194480538435,1000,Money
20,978.8512937347932,875.6363155140771,783.175536342354,723.6238305933091,685.2286479308353,639.3980563328299,600.3954005302824,1000,Money
21,983.1895230845332,835.3299600965249,725.0583959070266,686.4682426488953,639.2334779753326,598.658378295378,578.5123063468009,1000,Money
22,997.6365083901491,807.9203408299377,684.7386691272567,625.1064964127245,577.1419427643369,531.8172203266254,493.6163548307303,1000,Money
23,995.5499554787474,844.4109322843605,758.2911766111774,683.4905321762704,628.1646046826208,586.2741183515349,546.8910881027239,1000,Money
24,994.8829738086476,791.1187241301839,705.1377333738138,625.7931351017287,582.6778844619678,546.6433036947462,522.2455651508621,1000,Money
25,979.9021100184954,759.7490408349281,686.3919575341887,615.8854101924416,583.5174910225053,527.6153937949922,495.7307131150356,1000,Money
26,994.022105479445,851.5011503509102,740.5376788848816,690.8595734118159,645.0381975051047,598.2125943816601,564.2429690647677,1000,Money
27,991.8034879874571,875.7950380553298,792.466970075366,723.2680391050703,671.233493281527,630.483079017186,599.8542119831911,1000,Money
28,985.8620467287221,831.7475597858303,762.3696503018244,660.6763097045263,624.1981435395948,584.0862876678021,552.6167022749373,1000,Money
29,1006.9103640773864,789.9766945863307,696.593922755261,627.2648367479288,578.3707576955057,546.4417857565427,503.7766870781172,1000,Money
30,973.3335468697163,823.6459094757913,731.0570929703158,659.9450167130673,617.5673850668932,587.2201038802592,538.7911464177024,1000,Money
31,995.9053860120725,863.7235817898585,784.4807980298644,703.8809377075168,672.9822411548682,623.2942260540273,596.3285177700245,1000,Money
32,986.3061564223444,852.4621995509532,728.8096087216661,694.046496601657,642.5185701387093,591.4617694438743,575.1815387586647,1000,Money
33,979.704561329177,798.0392647116681,721.3823726784221,661.5696521099156,614.7362360039965,560.6351282121392,531.4155574987905,1000,Money
34,984.3094768841825,800.5340341504245,670.574720293389,630.463902960443,572.3601658937317,553.1120328031927,490.7488438906502,1000,Money
35,976.8214787730388,797.7702631123403,691.8534763118462,606.3048390332906,571.3263521601828,541.6148723205066,497.348235511586,1000,Money
36,990.6683127476522,798.2675277522652,706.1731147520775,624.3351405336365,590.0803583096706,558.0268475646124,514.7064855736271,1000,Money
37,983.797615287016,835.1012485414191,720.4086232516363,632.1436965968987,605.7904979376117,568.9185724992593,510.2409590054572,1000,Money
38,993.8271832870003,828.0084074717686,734.8534169780905,667.6543989643175,612.0264950160253,564.1563142700955,558.0881942940584,1000,Money
39,991.035512793567,851.1782216805818,753.7424355298496,689.6687340769679,651.9472019677069,608.6710408016035,579.4645818704839,1000,Money
40,996.8031207452215,828.8727424778712,740.372945910089,658.6766238267437,622.31059321209,577.9948874341186,557.4676350090106,1000,Money
41,974.7234720147678,793.1239401558632,668.7492253301443,615.0054845146361,563.1833035654208,539.7386071149009,497.13146006117097,1000,Money
42,994.643922201051,771.8536832338687,682.8999429373401,623.0791441022639,582.3141900502953,542.0511259919408,518.2815873108582,1000,Money
43,1003.1230465146384,828.7329959200457,747.9000506567837,670.6191030896265,644.2950700456892,593.2213283517535,566.8774219122334,1000,Money
44,979.9384671351794,802.4011182279222,722.7879035458129,647.0654720437416,587.3985111946411,548.8914329183292,509.32126481163425,1000,Money
45,982.8993435789407,825.672734240395,775.2666489769468,700.5908544994735,657.684102420802,621.88144153817,572.5422816820751,1000,Money
46,980.9096366508821,795.2063612047209,699.7028154642527,642.8661391607089,583.3297104752056,521.7607057560234,516.8203862768476,1000,Money
47,994.6403988102287,821.693170592457,720.3157216463901,648.2614320554385,603.196271188357,566.4965944126113,529.5296370767486,1000,Money
48,1004.3398963539524,842.7325380479673,766.8349768316741,697.5381072563657,665.0707603775951,626.2424847858559,585.0264919873965,1000,Money
49,980.7578783932499,798.8190200252101,679.1812089498438,609.4485550354192,583.3708548324846,562.9361031624605,528.0273721706243,1000,Money
50,987.805951890422,876.5012941044008,769.8144673657957,734.3598982168127,668.3333039797582,625.9292675956425,600.9773006990362,1000,Money
51,993.3605695366502,806.1206977811208,718.3697464331618,625.5734816544369,606.7463662744356,568.0605339335345,533.5784771189814,1000,Money
52,979.6074418919727,820.5352077179776,738.5557934701901,656.39540224696,616.094776298648,573.5168901839163,556.0339514493832,1000,Money
53,990.4158485045026,791.7291543827049,705.1322461260569,614.6792253768255,591.4399763965799,547.356475091131,511.4361441239351,1000,Money
54,1007.7419406309499,807.9069695734855,730.4878500803418,650.3740225866003,622.0751845831797,567.9451801288811,547.4865562260253,1000,Money
55,980.6773259152384,823.9872219915629,747.7820877886975,670.6017948935629,641.6848287853046,587.3137332465225,548.5235216756118,1000,Money
56,975.6973901779207,799.8389408062452,711.536511962813,646.9914218965679,611.3645888398468,573.6257788148013,538.127056944345,1000,Money
57,974.8312875983536,858.7625855453796,793.5433450185335,703.2112506521486,669.3633972740932,621.4922293755458,571.7718933970235,1000,Money
58,987.242954784911,824.6965932317325,732.3937366880344,688.6236974987537,630.6116465275281,606.5941075121189,568.308485766797,1000,Money
59,991.6095627883963,817.1556271918648,712.0469383798109,620.8849264466156,595.0128411851263,546.3159495337269,506.6527944129838,1000,Money
60,997.5239190465031,827.4192884139492,713.0744606734377,671.8086608844847,621.5136813680458,588.7546050637158,541.0089921655921,1000,Money
61,985.7866416729305,857.6286816939574,762.6022468652658,707.6258794349004,671.9394037317547,599.2875605045049,572.4833816866234,1000,Money
62,988.2402891245,823.608437138118,716.0888112015172,681.5264762034042,626.634127005401,580.9394322580589,560.0305301864431,1000,Money
63,970.105568127843,812.9648349436316,719.8683374465072,626.5293768758753,622.1434070031385,563.8397450535498,542.3140468284544,1000,Money
64,996.7998359903332,831.6832165311679,769.7950229111162,713.4914933000562,656.115855812555,631.1295701973286,575.8789562147992,1000,Money
65,994.3361965938326,831.5193245252387,698.6090508610731,677.1958605013957,628.0492846214869,579.8163453555137,562.8334137851845,1000,Money
66,979.1919158143323,814.1509956850135,726.4953940440655,676.7178954512531,614.0432494259829,594.1993468470163,553.4829974909055,1000,Money
67,968.7159647493205,828.8091977538,733.3449514001172,659.2012736016455,628.933805362459,576.6383787509692,538.0409289912443,1000,Money
68,1000.4530774056203,801.3277484681233,684.3601694013878,602.3500591341191,596.1454800312812,559.1579924274843,528.4969611716356,1000,Money
69,1009.5665626261408,853.4914785213283,775.7428304669598,717.7891217672634,674.872352057252,647.2203797967325,599.3219902058072,1000,Money
70,1003.3966554080222,823.8389759533667,729.2103584735534,666.9582892125517,622.1836908989023,605.8956155844146,563.8661178488874,1000,Money
71,994.8861152118822,796.9701576596992,733.1851155800279,652.2594061154394,617.6693209377886,572.8143637310047,560.5552397571363,1000,Money
72,988.9127774946295,794.1259754941273,692.8677784380294,637.7994241197977,577.9265341954293,543.8181729012011,504.4847548829126,1000,Money
73,981.9701885776267,814.0403179332876,725.0275588997133,655.3555699076198,628.9433108272698,589.516536157088,530.9068173522755,1000,Money
74,996.4558313692141,843.9907314123009,738.9715516476879,671.6131461341306,673.4250753168668,589.6359193523331,571.4263866989628,1000,Money
75,975.4312049278584,843.6459383054446,740.043014014817,680.7057437103892,652.9615099479856,623.9535409483726,583.0177485271007,1000,Money
76,986.3769769133437,811.8880036790055,736.48673949909,664.7358693666201,624.9620555840361,574.9679418032715,553.6398282960829,1000,Money
77,963.4537422210866,811.9312108568093,715.4336082529447,657.9211082138863,612.9384349274193,585.6491072366074,543.8016074187792,1000,Money
78,990.2144354755643,857.839287298811,777.0348228972193,719.6814192000214,686.102157206062,635.1174064696828,600.5055800192015,1000,Money
79,996.7545496293018,847.7987820244839,761.0649013497723,687.884017463551,623.4440011653237,628.0630553277466,588.5020657167398,1000,Money
80,993.550905642394,843.1803769823061,733.9585640218617,678.3097708037831,623.5766554234546,595.5678069436399,549.8287523786045,1000,Money
81,995.025708678641,789.4114792317039,687.915884866958,623.9044876904074,588.67375342262,546.7670161223682,501.87128146474595,1000,Money
82,992.7856179672929,851.8353445700324,776.0016938755294,700.9867326704133,664.4072948789185,638.8366116033832,579.5490312775336,1000,Money
83,989.0073014438087,787.9662744186808,697.3592999160394,630.0365590257277,570.6760362620055,545.8408491617782,489.94568838722824,1000,Money
84,1001.1200853869314,833.8600804435463,725.4302792822859,659.3532620500464,631.4636114859406,594.2019364750741,555.8878803539915,1000,Money
85,976.4056165942628,814.9399881406993,709.6421049905749,644.936599771069,588.9255539602669,541.0538985536951,526.1470294336552,1000,Money
86,981.026150639336,808.9487367535062,725.151368542142,647.1122855400048,593.7495605691237,567.1120242056244,550.897144759925,1000,Money
87,972.7392424786633,772.0329591086789,690.8219046620068,605.7821737185571,579.5324449776606,525.1410713888338,492.5974736531026,1000,Money
88,988.8766723548516,837.5674015270433,725.2223883088836,660.6377207067184,636.683746277954,605.7267601158836,567.6294766491282,1000,Money
89,983.7774753286285,843.3100852571685,750.6755888605069,694.1970344338811,649.7535896566301,618.3889529699453,579.5087659808547,1000,Money
90,998.0923573264948,813.7196327279481,714.8222792508891,641.5382174083798,606.5201749922009,566.8288349355062,549.5180439896286,1000,Money
91,976.8601945229175,821.785087359047,741.3418259768895,671.7899273491996,647.7459131405097,598.4068042697673,572.2044568576395,1000,Money
92,1006.7507917427129,786.8094481975077,713.6631743475915,634.8793539115857,605.953029457246,594.8087673950777,544.5373873138021,1000,Money
93,979.6938627217323,824.4062789988495,712.2834876746762,659.5461053349609,627.474707546889,594.3934930417644,550.7725812673913,1000,Money
94,977.826664502697,795.4249137483556,710.6921556815197,650.7656379187307,627.5539871307876,585.7533149795155,561.309316678462,1000,Money
95,994.8534171703575,839.4030994532392,750.6689845641718,669.7559064930864,625.2534758997294,616.4076993783198,577.5676035629842,1000,Money
96,985.4422975661397,863.9607723815941,784.6276893331968,699.9938377173064,667.5793838457896,640.1543246736138,604.1585474242892,1000,Money
97,1015.8934834613265,810.0127153512282,696.1433799626249,627.4583019004098,595.9853479682362,567.2254525378842,506.6279738393976,1000,Money
98,977.9359516502085,835.9171891420181,756.1357642494777,701.7409412516877,642.2306022421428,624.3894217347075,588.1089381022334,1000,Money
99,977.0365854732628,837.7505026620104,750.9894971591294,694.1294111911063,648.1075976553126,628.0892368826903,571.5867672364302,1000,Money
100,994.7590864621806,879.1629543465357,779.2679383055514,713.6470119323017,685.9091287899419,646.6806010530091,602.6360860980602,1000,Money
1,87.04693198914875,78.69356454084907,66.93227652558114,45.290071589564164,54.25415497081187,46.217299794987895,33.29290761092843,100,Food
2,89.17710723163299,70.16185694970036,41.920167159671195,64.41186376564744,62.433616783042964,44.03925289809417,46.87444791239788,100,Food
3,91.27622173373535,75.95685323653382,63.07814152253953,51.289142936211825,25.858434019099626,61.59386528276048,42.566669437026576,100,Food
4,91.48683265258042,83.49331420081653,54.35648622987707,63.11121850383735,51.02941038174772,41.929556014459244,40.514575868269056,100,Food
5,77.97433869663936,63.133962990040644,56.50529824957457,30.106771282559457,48.7165563398238,34.1077113488598,36.65697361753068,100,Food
6,95.36475790649641,84.32479881866448,63.90051620469498,48.616873730805764,51.950829690657706,34.33571051882576,33.64296091194301,100,Food
7,80.02668995377584,73.14593214656593,67.22205350803843,48.36735816635783,28.511173629410543,45.091846857961364,34.53739566111857,100,Food
8,71.41788344284754,48.722336037428704,49.243016149294704,41.90733811509272,19.427637583419163,36.330317066430055,24.621594496940546,100,Food
9,96.68904011481759,65.98889859069484,56.24371212710759,48.5697572137114,49.77965173058814,50.823377298346756,49.052055464745834,100,Food
10,78.22077135506024,78.72580080155167,64.36481031050124,60.1595254984251,39.57840127656753,49.6171748293928,29.360677125462853,100,Food
11,91.03651064306561,77.42952413335907,74.44056036495837,46.03603962089172,66.4036328922333,46.81925483344104,49.48562254194571,100,Food
12,91.6163500626393,51.34601108345141,39.502959358320254,42.880919348429984,40.74665985521813,50.249696601702865,13.924361442395437,100,Food
13,90.52747232698263,47.889130321772264,35.19530163923681,27.63441677006927,42.216769030227525,39.92055128410023,34.26356310355816,100,Food
14,83.67314838101959,54.90301879193136,65.09861496106926,53.414728700943854,52.529147296915724,30.33611322603205,25.826330381184036,100,Food
15,84.33356678595165,70.55918782249763,72.40270700872745,81.64440522629427,38.89117076520616,70.35306524589053,24.77143552993435,100,Food
