condition,session,b1,b2,r1,r2,schedule_r1,schedule_r2,PID
1,1,34,437,1,7,1,9,P05
1,2,44,632,1,6,1,9,P05
1,3,27,393,1,5,1,9,P05
1,4,48,779,1,12,1,9,P05
1,5,27,425,1,4,1,9,P05
1,6,44,827,1,13,1,9,P05
1,7,45,572,1,8,1,9,P05
1,8,33,537,1,9,1,9,P05
1,9,39,585,1,7,1,9,P05
1,10,55,816,1,6,1,9,P05
1,11,29,423,1,10,1,9,P05
1,12,53,810,1,5,1,9,P05
1,13,43,507,1,17,1,9,P05
1,14,35,463,1,5,1,9,P05
1,15,63,796,1,10,1,9,P05
1,16,38,581,1,9,1,9,P05
1,17,44,925,1,8,1,9,P05
1,18,61,863,1,5,1,9,P05
1,19,34,940,1,11,1,9,P05
1,20,55,714,1,4,1,9,P05
1,21,74,838,1,9,1,9,P05
1,22,53,631,1,8,1,9,P05
1,23,42,580,1,16,1,9,P05
1,24,64,732,1,11,1,9,P05
1,25,64,792,1,11,1,9,P05
1,26,30,546,1,8,1,9,P05
1,27,34,551,1,7,1,9,P05
1,28,38,531,1,12,1,9,P05
1,29,27,430,1,11,1,9,P05
1,30,30,449,1,12,1,9,P05
1,31,46,475,1,13,1,9,P05
1,32,32,377,1,5,1,9,P05
1,33,25,479,1,12,1,9,P05
1,34,76,772,1,9,1,9,P05
1,35,38,436,1,12,1,9,P05
1,36,52,748,1,7,1,9,P05
1,37,31,563,1,6,1,9,P05
1,38,40,608,1,2,1,9,P05
1,39,24,431,1,6,1,9,P05
1,40,21,393,1,7,1,9,P05
1,41,39,471,1,5,1,9,P05
1,42,43,859,1,8,1,9,P05
1,43,49,791,1,10,1,9,P05
1,44,37,623,1,14,1,9,P05
1,45,45,703,1,10,1,9,P05
1,46,26,396,1,7,1,9,P05
1,47,37,377,1,8,1,9,P05
1,48,49,566,1,12,1,9,P05
1,49,60,695,1,5,1,9,P05
1,50,50,756,1,8,1,9,P05
1,51,50,593,1,6,1,9,P05
1,52,53,523,1,9,1,9,P05
1,53,23,408,1,11,1,9,P05
1,54,33,824,1,16,1,9,P05
1,55,38,691,1,9,1,9,P05
1,56,36,619,1,7,1,9,P05
1,57,47,553,1,4,1,9,P05
1,58,33,407,1,4,1,9,P05
1,59,59,795,1,7,1,9,P05
1,60,45,541,1,7,1,9,P05
1,61,63,537,1,11,1,9,P05
1,62,39,690,1,10,1,9,P05
1,63,44,690,1,10,1,9,P05
1,64,53,477,1,8,1,9,P05
1,65,38,390,1,10,1,9,P05
1,66,41,504,1,12,1,9,P05
1,67,63,702,1,9,1,9,P05
1,68,41,503,1,7,1,9,P05
1,69,56,880,1,7,1,9,P05
1,70,37,476,1,15,1,9,P05
1,71,59,777,1,7,1,9,P05
1,72,59,705,1,9,1,9,P05
1,73,47,826,1,9,1,9,P05
1,74,49,780,1,8,1,9,P05
1,75,65,787,1,12,1,9,P05
1,76,77,880,1,8,1,9,P05
1,77,80,685,1,8,1,9,P05
1,78,32,453,1,9,1,9,P05
1,79,57,770,1,8,1,9,P05
1,80,48,734,1,7,1,9,P05
1,81,44,643,2,4,1,9,P05
1,82,41,517,1,9,1,9,P05
1,83,63,888,1,8,1,9,P05
1,84,22,391,1,9,1,9,P05
1,85,62,929,1,7,1,9,P05
1,86,62,893,1,5,1,9,P05
1,87,23,435,1,4,1,9,P05
1,88,52,653,1,6,1,9,P05
1,89,36,721,1,12,1,9,P05
1,90,43,660,1,14,1,9,P05
1,91,63,791,1,7,1,9,P05
1,92,28,456,1,10,1,9,P05
1,93,61,662,1,9,1,9,P05
1,94,44,700,1,8,1,9,P05
1,95,37,503,1,10,1,9,P05
1,96,31,610,1,7,1,9,P05
1,97,44,618,1,8,1,9,P05
1,98,37,435,1,5,1,9,P05
1,99,33,424,1,8,1,9,P05
1,100,64,781,1,6,1,9,P05
1,101,45,640,1,7,1,9,P05
1,102,39,540,1,12,1,9,P05
1,103,56,748,1,14,1,9,P05
1,104,39,439,1,9,1,9,P05
1,105,33,619,1,8,1,9,P05
1,106,57,762,1,8,1,9,P05
1,107,57,933,1,5,1,9,P05
1,108,34,760,1,13,1,9,P05
1,109,42,436,1,4,1,9,P05
1,110,35,407,1,11,1,9,P05
1,111,49,573,1,3,1,9,P05
1,112,52,725,1,6,1,9,P05
1,113,27,496,1,8,1,9,P05
1,114,39,509,1,9,1,9,P05
1,115,52,754,1,8,1,9,P05
1,116,42,618,1,11,1,9,P05
1,117,79,907,1,6,1,9,P05
1,118,53,548,1,10,1,9,P05
1,119,28,480,1,5,1,9,P05
1,120,45,657,1,6,1,9,P05
1,121,38,787,1,10,1,9,P05
1,122,35,728,1,5,1,9,P05
1,123,42,539,1,6,1,9,P05
1,124,33,569,1,9,1,9,P05
1,125,49,677,1,8,1,9,P05
1,126,47,787,1,5,1,9,P05
1,127,55,720,1,9,1,9,P05
1,128,39,796,1,6,1,9,P05
1,129,36,467,1,6,1,9,P05
1,130,35,730,1,10,1,9,P05
1,131,44,582,1,10,1,9,P05
1,132,62,493,1,11,1,9,P05
1,133,35,520,1,6,1,9,P05
1,134,56,570,1,7,1,9,P05
1,135,60,889,1,5,1,9,P05
1,136,36,789,1,4,1,9,P05
1,137,38,429,1,9,1,9,P05
1,138,41,803,1,6,1,9,P05
1,139,48,583,1,10,1,9,P05
1,140,40,573,1,6,1,9,P05
1,141,31,670,1,6,1,9,P05
1,142,67,881,1,5,1,9,P05
1,143,59,796,1,7,1,9,P05
1,144,31,481,1,10,1,9,P05
1,145,40,617,1,6,1,9,P05
1,146,30,663,1,14,1,9,P05
1,147,18,388,1,6,1,9,P05
1,148,64,730,1,7,1,9,P05
1,149,55,774,1,7,1,9,P05
1,150,45,555,1,8,1,9,P05
1,151,33,666,1,12,1,9,P05
1,152,52,511,1,6,1,9,P05
1,153,59,922,1,12,1,9,P05
1,154,53,509,1,9,1,9,P05
1,155,65,654,1,7,1,9,P05
1,156,28,436,1,6,1,9,P05
1,157,51,608,1,7,1,9,P05
1,158,24,537,1,7,1,9,P05
1,159,41,679,1,12,1,9,P05
1,160,59,748,1,10,1,9,P05
1,161,37,571,1,7,1,9,P05
1,162,49,433,1,5,1,9,P05
1,163,45,455,1,7,1,9,P05
1,164,54,841,1,9,1,9,P05
1,165,45,617,1,8,1,9,P05
1,166,76,909,1,4,1,9,P05
1,167,86,854,1,7,1,9,P05
1,168,67,753,1,4,1,9,P05
1,169,43,663,1,6,1,9,P05
1,170,40,564,1,10,1,9,P05
1,171,52,686,1,9,1,9,P05
1,172,62,933,1,8,1,9,P05
1,173,25,535,1,9,1,9,P05
1,174,22,396,1,1,1,9,P05
1,175,56,697,1,16,1,9,P05
1,176,57,664,1,3,1,9,P05
1,177,104,699,1,8,1,9,P05
1,178,42,672,1,12,1,9,P05
1,179,28,455,1,5,1,9,P05
1,180,72,748,1,7,1,9,P05
1,181,47,533,1,6,1,9,P05
1,182,31,406,1,10,1,9,P05
1,183,45,626,1,7,1,9,P05
1,184,34,467,1,5,1,9,P05
1,185,24,542,1,4,1,9,P05
1,186,71,903,1,6,1,9,P05
1,187,36,531,1,8,1,9,P05
1,188,57,856,1,7,1,9,P05
1,189,42,640,1,8,1,9,P05
1,190,60,816,1,7,1,9,P05
1,191,41,562,1,8,1,9,P05
1,192,33,514,1,9,1,9,P05
1,193,19,405,1,14,1,9,P05
1,194,54,712,1,6,1,9,P05
1,195,54,781,1,7,1,9,P05
1,196,52,850,1,10,1,9,P05
1,197,72,897,1,7,1,9,P05
1,198,52,603,1,4,1,9,P05
1,199,41,600,1,7,1,9,P05
1,200,23,529,1,9,1,9,P05
1,201,73,791,1,5,1,9,P05
1,202,54,746,1,8,1,9,P05
1,203,34,512,1,11,1,9,P05
1,204,40,564,1,14,1,9,P05
1,205,26,466,1,9,1,9,P05
1,206,58,725,1,7,1,9,P05
1,207,23,582,1,7,1,9,P05
1,208,38,485,1,7,1,9,P05
1,209,79,903,1,12,1,9,P05
1,210,46,653,1,10,1,9,P05
1,211,60,776,1,5,1,9,P05
1,212,67,923,1,11,1,9,P05
1,213,58,792,1,6,1,9,P05
1,214,65,749,1,12,1,9,P05
1,215,37,553,1,10,1,9,P05
1,216,57,913,1,7,1,9,P05
1,217,33,573,1,9,1,9,P05
1,218,27,401,1,11,1,9,P05
1,219,48,558,1,6,1,9,P05
1,220,38,411,1,9,1,9,P05
1,221,53,766,1,6,1,9,P05
1,222,26,384,1,7,1,9,P05
1,223,23,482,1,7,1,9,P05
1,224,33,398,1,11,1,9,P05
1,225,50,739,1,6,1,9,P05
1,226,51,770,1,8,1,9,P05
1,227,40,747,1,8,1,9,P05
1,228,47,667,1,11,1,9,P05
1,229,43,499,1,5,1,9,P05
1,230,40,624,1,9,1,9,P05
1,231,80,726,1,7,1,9,P05
1,232,46,626,1,11,1,9,P05
1,233,72,774,1,7,1,9,P05
1,234,43,638,1,11,1,9,P05
1,235,60,917,1,9,1,9,P05
1,236,36,475,1,8,1,9,P05
1,237,51,897,1,6,1,9,P05
1,238,58,779,1,4,1,9,P05
1,239,42,742,1,8,1,9,P05
1,240,69,920,1,6,1,9,P05
1,241,77,854,1,7,1,9,P05
1,242,41,695,1,10,1,9,P05
1,243,37,552,1,7,1,9,P05
1,244,31,471,1,14,1,9,P05
1,245,37,564,1,12,1,9,P05
1,246,32,443,1,7,1,9,P05
1,247,50,663,1,6,1,9,P05
1,248,74,901,1,7,1,9,P05
1,249,37,645,1,5,1,9,P05
1,250,37,452,1,6,1,9,P05
1,251,56,804,1,5,1,9,P05
1,252,54,816,1,7,1,9,P05
1,253,58,928,1,12,1,9,P05
1,254,42,551,1,8,1,9,P05
1,255,22,485,1,7,1,9,P05
1,256,58,937,1,6,1,9,P05
1,257,57,625,1,4,1,9,P05
1,258,22,437,1,8,1,9,P05
1,259,65,648,1,9,1,9,P05
1,260,52,747,1,7,1,9,P05
1,261,49,722,1,11,1,9,P05
1,262,33,438,1,13,1,9,P05
1,263,51,712,1,7,1,9,P05
1,264,39,659,1,7,1,9,P05
1,265,46,573,1,9,1,9,P05
1,266,37,631,1,9,1,9,P05
1,267,70,876,1,7,1,9,P05
1,268,39,577,1,7,1,9,P05
1,269,50,862,1,7,1,9,P05
1,270,69,858,1,9,1,9,P05
