participant_id,delay_0,delay_7,delay_30,delay_90,delay_180,delay_365,delay_730
1,87.04693198914875,84.2771110686315,72.24349702616739,50.20974276046668,58.914898136877014,50.61934665329072,37.45124932548026
2,89.17710723163299,75.49264358299612,46.802604915290814,68.8416914467527,66.58092325299941,47.91100778389284,50.49108581064056
3,91.27622173373535,79.83050394459363,66.60473934706924,54.5052331971293,28.88354190768291,64.43291302259286,45.23304586667177
4,91.48683265258042,87.7976794216133,58.31814193658797,66.73880412801776,54.44823365595208,45.14380474785616,43.53827786480018
5,77.97433869663936,67.43753146027926,60.43025797527218,33.68050519093859,52.07326514261614,37.252905256839675,39.60600978184465
6,95.36475790649641,89.07786044842007,68.2843357102223,52.625068582426394,55.72307266551034,37.8766068123346,36.96850711805739
7,80.02668995377584,76.85000759640337,70.55990684960794,51.39468804024455,31.349848617843158,47.74775578092224,37.02440759246414
8,71.41788344284754,52.18951068992874,52.376344024447675,44.75876366532714,22.107538116414858,38.8437257398604,26.980807672667794
9,96.68904011481759,69.50924852709997,59.473959718427885,51.536987250760745,52.58399041842137,53.4682118271517,51.54811975322247
10,78.22077135506024,82.27052516296725,67.6333710858808,63.17059791626908,42.42900001191565,52.31017560600859,31.90635241661622
11,91.03651064306561,82.91707275324138,79.69320643222323,50.92107360041964,71.04281048985547,51.211625294252514,53.644671184228415
12,91.6163500626393,55.09010955980492,42.87756617714601,45.941211927558186,43.615907226779164,52.933851669015354,16.43747772187438
13,90.52747232698263,51.8713243493011,38.78286974194462,30.88202937553857,45.25756571329539,42.76109845002014,36.91926143612377
14,83.67314838101959,58.60537011570236,68.41626924581749,56.41281320211374,55.334200437778335,32.954741066459164,28.273132387376926
15,84.33356678595165,74.28793664779346,75.84877108046634,84.8195619309471,41.896759798074996,73.19192978628134,27.45437542382455
16,103.08172008294747,63.82232932766556,61.90971789384253,47.04149949447488,41.27010683831881,36.604979985655035,30.36940198593338
17,107.25022880990801,56.968471292934105,70.99295013094672,44.326157909305195,43.181533031836324,35.489942982979315,48.79758443622882
18,74.82513130316032,38.039186252606505,48.47756987555138,49.86880571661791,59.25855575611219,43.63728403528281,33.41972971129789
19,83.0144054305022,65.71035932657868,54.0934298103859,47.52780971494003,50.68113678325202,48.5477737816228,32.73441600133806
20,78.85129373479316,80.10278805852616,66.28339135721511,66.08516855707077,63.366517838953726,52.186939963258965,45.40409965092741
21,83.18952308453328,68.27986544527086,40.26200170728285,61.35497611023133,49.57264963338564,43.24807529004178,54.82740898113149
22,97.63650839014907,78.62774311475987,47.75065398262848,52.90455338951317,42.79073456565449,33.622757742972,28.55657605070867
23,95.5499554787474,79.04499147537881,77.17546601625553,63.46197946665478,44.35903192411968,37.40574213960599,30.327206531481593
24,94.88297380864763,52.105066382957645,57.00953879283976,41.97386585815329,36.557060858593786,36.608436889197826,45.342400127039
25,79.90211001849542,47.23862407554547,64.89311005923203,57.50812966560026,61.92747503520774,41.145739577535196,41.44326386362359
26,94.022105479445,80.31348081958124,54.84756505584812,67.67551198060428,58.953968790358566,47.89631443403674,46.97089096792898
27,91.80348798745703,80.44572478424153,75.88427211400801,66.12297549813937,49.81069667093337,43.75194914635139,45.37715900958926
28,85.86204672872218,63.58670378868312,81.7040298603814,43.81733690571589,45.127918311395284,41.38236135280587,43.44774985062334
29,106.91036407738638,61.06326014633475,60.31777935750959,55.98893627738064,45.05726434616242,49.38054099710014,39.92699993248624
30,73.33354686971637,75.95048525365662,67.76130765333342,56.753048653187406,49.85199223746085,53.6642644938832,36.7898534655893
31,95.90538601207258,72.62204460871172,73.2850764774178,52.59741833401341,57.622775270530674,42.77878204310219,48.175221564280854
32,86.30615642234447,85.9650030764094,42.66387356637176,66.10039955376294,49.18031168801613,31.603667022794852,46.38390143788814
33,79.70456132917701,47.34980934942644,61.600565344926345,66.84822453344694,58.26478371290284,40.81671696287192,45.27036905731246
34,84.30947688418247,79.37600420022954,38.20740497027914,60.057229846881256,38.195002401062155,53.63803472030958,23.146271772433906
35,76.8214787730388,74.60400023114092,58.022818367306385,34.89669429936573,36.42835523898981,41.65653127986525,29.479077991396807
36,90.66831274765218,70.7094719467015,65.04255918118538,43.79904383255691,45.10114436470066,47.16827007737631,35.273118254181526
37,83.79761528701601,85.97610697077639,62.53933557138065,39.48531807823525,51.44509214990319,51.27106381327716,26.29484025871259
38,93.8271832870002,70.7290262186991,62.66376452668329,56.63508226177456,37.1800079757682,24.151120697308343,50.26431543216428
39,91.035512793567,78.0702802446713,64.93950753889268,62.60092481271992,61.57053348924329,53.70649041076738,57.25134562232583
40,96.80312074522148,75.58491923001738,70.86301609674095,49.123892439789984,48.21024302102009,38.063973127347666,49.12636563351283
41,74.72347201476786,76.68347589410581,44.00060747179522,54.00650679104145,39.3456565341367,51.37241384230839,41.259575673867495
42,94.64392220105105,52.219138284496495,51.81743225216009,53.730316552085945,49.07026870864965,43.36923272067683,51.355508905520416
43,103.12304651463839,66.22799015824772,69.99662554268478,53.86732364875172,63.767312182338344,47.6134946810358,53.54457759017231
44,79.9384671351794,57.799798679398094,71.00808743655283,61.343968639863796,40.39740979321954,38.9161978294004,33.29318912103537
45,82.89934357894066,54.11666700113153,86.10031943493246,71.54183921824267,64.38900232452715,63.13858383361871,45.80616454050322
46,80.90963665088213,58.63348481250951,52.79805129713803,59.264080347428546,36.85014243428391,10.842292584419738,38.58179616267052
47,94.64039881022865,73.19854789523059,61.302998912046654,53.110668004635556,45.60837580465602,44.93677625464263,41.10676431728864
48,104.33989635395248,63.134090500284394,65.87618123706757,54.394685777264,56.47334306235645,51.14639907292388,41.07001836035798
49,80.75787839324988,72.07256226989222,43.78860978467982,38.046838503468294,49.363069575461246,64.66758194571803,62.53276786281711
