condition,session,b1,b2,r1,r2,schedule_r1,schedule_r2,PID
1,1,18,453,1,5,1,9,P04
1,2,34,857,1,4,1,9,P04
1,3,15,574,1,7,1,9,P04
1,4,18,473,1,8,1,9,P04
1,5,37,824,1,8,1,9,P04
1,6,23,720,1,10,1,9,P04
1,7,39,907,1,7,1,9,P04
1,8,12,628,1,7,1,9,P04
1,9,45,910,1,3,1,9,P04
1,10,21,737,1,8,1,9,P04
1,11,16,770,1,5,1,9,P04
1,12,13,516,1,11,1,9,P04
1,13,38,707,1,8,1,9,P04
1,14,21,522,1,13,1,9,P04
1,15,21,541,1,10,1,9,P04
1,16,14,615,1,8,1,9,P04
1,17,18,539,1,10,1,9,P04
1,18,15,402,1,12,1,9,P04
1,19,35,889,1,5,1,9,P04
1,20,16,434,1,4,1,9,P04
1,21,17,435,1,8,1,9,P04
1,22,19,438,1,8,1,9,P04
1,23,30,445,1,4,1,9,P04
1,24,16,587,1,8,1,9,P04
1,25,30,885,1,14,1,9,P04
1,26,19,633,1,5,1,9,P04
1,27,21,453,1,15,1,9,P04
1,28,11,450,1,8,1,9,P04
1,29,12,486,1,13,1,9,P04
1,30,14,615,1,6,1,9,P04
1,31,25,701,1,5,1,9,P04
1,32,14,443,1,11,1,9,P04
1,33,23,579,1,7,1,9,P04
1,34,19,392,1,6,1,9,P04
1,35,11,533,1,8,1,9,P04
1,36,12,638,1,10,1,9,P04
1,37,17,405,1,10,1,9,P04
1,38,22,627,1,8,1,9,P04
1,39,20,482,1,12,1,9,P04
1,40,30,770,1,7,1,9,P04
1,41,17,577,1,8,1,9,P04
1,42,33,712,1,7,1,9,P04
1,43,15,440,1,9,1,9,P04
1,44,12,402,1,9,1,9,P04
1,45,57,937,1,5,1,9,P04
1,46,40,941,1,7,1,9,P04
1,47,15,502,1,10,1,9,P04
1,48,13,387,1,6,1,9,P04
1,49,24,694,1,10,1,9,P04
1,50,20,649,1,12,1,9,P04
1,51,13,490,1,9,1,9,P04
1,52,24,629,1,10,1,9,P04
1,53,27,441,1,7,1,9,P04
1,54,55,700,1,5,1,9,P04
1,55,17,802,1,7,1,9,P04
1,56,17,626,1,7,1,9,P04
1,57,13,563,1,10,1,9,P04
1,58,23,805,1,10,1,9,P04
1,59,22,757,1,14,1,9,P04
1,60,27,824,1,12,1,9,P04
1,61,21,604,1,12,1,9,P04
1,62,26,608,1,11,1,9,P04
1,63,13,554,1,10,1,9,P04
1,64,17,531,1,12,1,9,P04
1,65,21,674,1,11,1,9,P04
1,66,72,896,1,11,1,9,P04
1,67,21,628,1,7,1,9,P04
1,68,31,858,1,15,1,9,P04
1,69,17,523,1,2,1,9,P04
1,70,22,695,1,10,1,9,P04
1,71,14,525,1,13,1,9,P04
1,72,12,613,1,16,1,9,P04
1,73,14,580,1,9,1,9,P04
1,74,16,976,1,12,1,9,P04
1,75,23,509,1,5,1,9,P04
1,76,20,637,1,6,1,9,P04
1,77,50,816,1,8,1,9,P04
1,78,22,851,1,11,1,9,P04
1,79,14,484,1,9,1,9,P04
1,80,14,688,1,7,1,9,P04
1,81,18,873,1,10,1,9,P04
1,82,37,889,1,8,1,9,P04
1,83,19,700,1,9,1,9,P04
1,84,12,473,1,10,1,9,P04
1,85,31,796,1,8,1,9,P04
1,86,22,760,1,8,1,9,P04
1,87,15,672,1,8,1,9,P04
1,88,15,716,1,10,1,9,P04
1,89,42,728,1,10,1,9,P04
1,90,36,681,1,7,1,9,P04
1,91,36,666,1,9,1,9,P04
1,92,21,582,1,6,1,9,P04
1,93,16,544,1,8,1,9,P04
1,94,18,809,1,7,1,9,P04
1,95,23,594,1,13,1,9,P04
1,96,25,959,1,9,1,9,P04
1,97,12,452,1,7,1,9,P04
1,98,25,459,1,7,1,9,P04
1,99,39,724,1,5,1,9,P04
1,100,18,522,1,10,1,9,P04
1,101,12,495,1,8,1,9,P04
1,102,37,921,1,11,1,9,P04
1,103,18,527,1,8,1,9,P04
1,104,28,531,1,7,1,9,P04
1,105,25,592,1,11,1,9,P04
1,106,12,536,1,6,1,9,P04
1,107,21,642,1,7,1,9,P04
1,108,37,877,1,10,1,9,P04
1,109,34,846,1,11,1,9,P04
1,110,22,616,1,8,1,9,P04
1,111,22,643,1,10,1,9,P04
1,112,19,459,1,9,1,9,P04
1,113,20,632,1,6,1,9,P04
1,114,57,894,1,9,1,9,P04
1,115,23,559,1,5,1,9,P04
1,116,27,614,1,4,1,9,P04
1,117,14,931,1,13,1,9,P04
1,118,23,660,1,9,1,9,P04
1,119,21,786,1,12,1,9,P04
1,120,22,597,1,5,1,9,P04
1,121,35,852,1,5,1,9,P04
1,122,15,508,1,9,1,9,P04
1,123,42,717,1,7,1,9,P04
1,124,35,827,1,6,1,9,P04
1,125,26,846,1,5,1,9,P04
1,126,27,938,1,12,1,9,P04
1,127,19,653,1,11,1,9,P04
1,128,16,492,1,7,1,9,P04
1,129,20,540,1,9,1,9,P04
1,130,25,937,1,7,1,9,P04
1,131,24,971,1,4,1,9,P04
1,132,20,649,1,6,1,9,P04
1,133,10,459,1,11,1,9,P04
1,134,37,733,1,8,1,9,P04
1,135,26,571,1,7,1,9,P04
1,136,43,927,1,8,1,9,P04
1,137,12,413,1,8,1,9,P04
1,138,36,867,1,9,1,9,P04
1,139,10,429,1,11,1,9,P04
1,140,33,872,1,12,1,9,P04
1,141,20,510,1,7,1,9,P04
1,142,22,656,1,7,1,9,P04
1,143,28,950,1,9,1,9,P04
1,144,26,488,1,9,1,9,P04
1,145,26,799,1,9,1,9,P04
1,146,16,669,1,6,1,9,P04
1,147,11,643,1,8,1,9,P04
1,148,10,834,1,4,1,9,P04
1,149,19,406,1,11,1,9,P04
1,150,22,591,1,6,1,9,P04
1,151,17,684,1,7,1,9,P04
1,152,17,931,1,6,1,9,P04
1,153,45,810,1,6,1,9,P04
1,154,16,707,1,5,1,9,P04
1,155,20,581,1,8,1,9,P04
1,156,24,671,1,9,1,9,P04
1,157,39,789,1,13,1,9,P04
1,158,10,585,1,6,1,9,P04
1,159,17,707,1,8,1,9,P04
1,160,18,811,1,6,1,9,P04
1,161,27,573,1,11,1,9,P04
1,162,13,495,1,10,1,9,P04
1,163,36,883,1,11,1,9,P04
1,164,55,926,1,12,1,9,P04
1,165,17,545,1,10,1,9,P04
1,166,18,403,1,8,1,9,P04
1,167,10,454,1,7,1,9,P04
1,168,30,634,1,7,1,9,P04
1,169,21,758,1,8,1,9,P04
1,170,22,942,1,7,1,9,P04
1,171,13,400,1,10,1,9,P04
1,172,47,943,1,11,1,9,P04
1,173,21,461,1,7,1,9,P04
1,174,30,604,1,7,1,9,P04
1,175,23,731,1,9,1,9,P04
1,176,14,558,1,8,1,9,P04
1,177,20,497,1,9,1,9,P04
1,178,29,906,1,6,1,9,P04
1,179,24,796,1,5,1,9,P04
1,180,44,728,1,5,1,9,P04
1,181,33,584,1,13,1,9,P04
1,182,19,429,1,8,1,9,P04
1,183,24,948,1,14,1,9,P04
1,184,18,963,1,9,1,9,P04
1,185,22,622,1,15,1,9,P04
1,186,38,683,1,3,1,9,P04
1,187,93,710,1,8,1,9,P04
1,188,11,703,1,8,1,9,P04
1,189,22,680,1,9,1,9,P04
1,190,43,861,1,8,1,9,P04
1,191,23,957,1,7,1,9,P04
1,192,34,880,1,11,1,9,P04
1,193,12,600,1,6,1,9,P04
1,194,11,398,1,10,1,9,P04
1,195,18,858,1,9,1,9,P04
1,196,27,824,1,9,1,9,P04
1,197,63,861,1,13,1,9,P04
1,198,15,497,1,9,1,9,P04
