condition,session,b1,b2,r1,r2,schedule_r1,schedule_r2,PID
1,1,12,459,1,6,1,9,P03
1,2,13,700,1,8,1,9,P03
1,3,15,551,1,5,1,9,P03
1,4,10,595,1,9,1,9,P03
1,5,17,678,1,7,1,9,P03
1,6,10,733,1,10,1,9,P03
1,7,19,927,1,8,1,9,P03
1,8,10,630,1,6,1,9,P03
1,9,17,938,1,6,1,9,P03
1,10,10,748,1,8,1,9,P03
1,11,11,775,1,6,1,9,P03
1,12,14,438,1,11,1,9,P03
1,13,13,732,1,8,1,9,P03
1,14,12,650,1,13,1,9,P03
1,15,10,501,1,11,1,9,P03
1,16,16,843,1,14,1,9,P03
1,17,18,754,1,8,1,9,P03
1,18,13,514,1,6,1,9,P03
1,19,20,787,1,10,1,9,P03
1,20,10,579,1,4,1,9,P03
1,21,10,492,1,9,1,9,P03
1,22,11,515,1,10,1,9,P03
1,23,10,475,1,8,1,9,P03
1,24,15,607,1,17,1,9,P03
1,25,16,882,1,9,1,9,P03
1,26,12,781,1,10,1,9,P03
1,27,12,729,1,9,1,9,P03
1,28,10,414,1,14,1,9,P03
1,29,18,898,1,12,1,9,P03
1,30,12,838,1,11,1,9,P03
1,31,17,595,1,13,1,9,P03
1,32,12,395,1,11,1,9,P03
1,33,13,491,1,14,1,9,P03
1,34,18,932,1,8,1,9,P03
1,35,13,461,1,13,1,9,P03
1,36,11,499,1,6,1,9,P03
1,37,14,790,1,7,1,9,P03
1,38,11,738,1,10,1,9,P03
1,39,12,895,1,5,1,9,P03
1,40,13,472,1,9,1,9,P03
1,41,23,691,1,4,1,9,P03
1,42,16,733,1,12,1,9,P03
1,43,17,708,1,10,1,9,P03
1,44,21,639,1,14,1,9,P03
1,45,16,732,1,10,1,9,P03
1,46,11,411,1,11,1,9,P03
1,47,10,404,1,10,1,9,P03
1,48,10,440,1,11,1,9,P03
1,49,18,956,1,9,1,9,P03
1,50,10,550,1,5,1,9,P03
1,51,13,601,1,13,1,9,P03
1,52,13,441,1,6,1,9,P03
1,53,12,441,1,14,1,9,P03
1,54,10,674,1,10,1,9,P03
1,55,10,504,1,13,1,9,P03
1,56,16,761,1,9,1,9,P03
1,57,10,752,1,12,1,9,P03
1,58,19,847,1,9,1,9,P03
1,59,11,496,1,8,1,9,P03
1,60,14,724,1,11,1,9,P03
1,61,15,903,1,10,1,9,P03
1,62,11,519,1,10,1,9,P03
1,63,11,427,1,6,1,9,P03
1,64,10,450,1,10,1,9,P03
1,65,14,644,1,13,1,9,P03
1,66,17,739,1,10,1,9,P03
1,67,11,425,1,18,1,9,P03
1,68,12,418,1,6,1,9,P03
1,69,13,619,1,13,1,9,P03
1,70,13,403,1,9,1,9,P03
1,71,11,487,1,7,1,9,P03
1,72,10,692,1,7,1,9,P03
1,73,14,877,1,10,1,9,P03
1,74,19,907,1,6,1,9,P03
1,75,10,453,1,6,1,9,P03
1,76,13,696,1,4,1,9,P03
1,77,10,492,1,5,1,9,P03
1,78,14,744,1,12,1,9,P03
1,79,11,475,1,8,1,9,P03
1,80,13,738,1,6,1,9,P03
1,81,15,788,1,10,1,9,P03
1,82,15,570,1,11,1,9,P03
1,83,18,885,1,5,1,9,P03
1,84,15,808,1,8,1,9,P03
1,85,17,958,1,11,1,9,P03
1,86,13,406,1,6,1,9,P03
1,87,15,725,1,13,1,9,P03
1,88,14,672,1,12,1,9,P03
1,89,20,861,1,4,1,9,P03
1,90,12,463,1,9,1,9,P03
1,91,14,792,1,7,1,9,P03
1,92,22,941,1,11,1,9,P03
1,93,19,678,1,5,1,9,P03
1,94,15,661,1,12,1,9,P03
1,95,12,968,1,6,1,9,P03
1,96,11,465,1,9,1,9,P03
1,97,12,423,1,5,1,9,P03
1,98,14,813,1,12,1,9,P03
1,99,13,832,1,4,1,9,P03
1,100,22,725,1,10,1,9,P03
1,101,11,729,1,13,1,9,P03
1,102,10,605,1,5,1,9,P03
1,103,18,670,1,7,1,9,P03
1,104,14,464,1,10,1,9,P03
1,105,10,445,1,7,1,9,P03
1,106,12,511,1,10,1,9,P03
1,107,18,804,1,5,1,9,P03
1,108,13,781,1,7,1,9,P03
1,109,11,493,1,10,1,9,P03
1,110,10,856,1,6,1,9,P03
1,111,23,742,1,7,1,9,P03
1,112,15,604,1,5,1,9,P03
1,113,12,875,1,6,1,9,P03
1,114,14,509,1,8,1,9,P03
1,115,13,589,1,8,1,9,P03
1,116,18,802,1,8,1,9,P03
1,117,13,490,1,11,1,9,P03
1,118,12,824,1,12,1,9,P03
1,119,12,407,1,7,1,9,P03
