condition,session,response_rate,r,c,d,B0
Condition_1,0,47.31308981873386,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,1,34.04404974223505,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,2,30.206972825279657,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,3,21.808532019954587,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,4,16.817207378077843,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,5,12.097423155417605,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,6,17.02410018192544,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,7,14.928618459629302,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,8,8.819347759167579,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,9,8.762949292005423,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,10,7.155718617185531,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,11,6.9924107569474065,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,12,11.05618754500799,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,13,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,14,3.708538472070894,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,15,4.299976872452197,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,16,1.7924802281331078,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,17,1.6985996890335389,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,18,4.269631934223913,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,19,4.851033500567213,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,20,1.2035366507553262,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,21,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,22,1.13196904752759,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,23,1.7965476370691202,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,24,2.7096129167275955,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,25,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,26,3.3352647003588984,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,27,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,28,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,29,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,30,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,31,4.5053957212930715,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,32,1.331978456609526,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,33,2.7806482620940693,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
Condition_1,34,1.0,7.029638650151493,0.03324085450014598,0.02708634161238749,44.90357410535005
