condition,Ra,response_rate,r,p,B0
Condition_1,0.0,49.13565788786388,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.1,46.88511873026446,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.2,46.75215384503509,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.30000000000000004,45.34807353887422,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.4,44.16290348062717,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.5,41.925593942627295,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.6000000000000001,39.70749899716913,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.7000000000000001,37.9415244971518,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.8,36.69351025310576,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,0.9,29.81890420804768,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.0,42.78647854003418,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.1,32.29317398125973,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.2000000000000002,29.058150064604277,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.3,25.919221111827497,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.4000000000000001,24.524648136572818,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.5,33.17505688328353,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.6,26.591227686182485,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.7000000000000002,24.9727806002834,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.8,20.184462878122435,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,1.9000000000000001,18.8343500046747,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_1,2.0,25.844710201944892,6.617425684423914,0.6555112961355917,53.505238747742695
Condition_2,0.0,49.75205211413724,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.1,44.86498083582894,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.2,47.99139011014215,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.30000000000000004,37.978549675142986,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.4,38.43001162397672,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.5,42.024179512297906,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.6000000000000001,33.56929455460748,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.7000000000000001,29.19522834908341,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.8,33.173216201991075,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,0.9,37.626923949089196,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.0,27.565307710870137,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.1,32.42871645118831,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.2000000000000002,33.35843729110945,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.3,25.187607486376585,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.4000000000000001,19.453969721678988,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.5,26.273919568876757,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.6,31.50609260945697,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.7000000000000002,25.68608964690235,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.8,18.774028596119955,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,1.9000000000000001,19.494653539253804,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_2,2.0,22.926292884084567,2.388894311531835,0.46856002953475606,53.11046126044843
Condition_3,0.0,70.32599324395073,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.1,58.53588968209686,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.2,48.62539957522064,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.30000000000000004,43.025360237127515,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.4,36.201230181906574,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.5,33.06425444395232,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.6000000000000001,32.36921601314714,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.7000000000000001,26.28392315911475,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.8,20.794125395732447,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,0.9,23.085087220371804,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.0,20.049624972290744,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.1,12.252834784264039,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.2000000000000002,13.661276136936367,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.3,3.1218046724272046,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.4000000000000001,11.620087161467767,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.5,13.0652091103837,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.6,6.498308945209011,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.7000000000000002,8.41492286101524,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.8,10.387406624305417,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,1.9000000000000001,13.599247576338142,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_3,2.0,1.0,5.09665222614339,1.3669305725526504,66.45068980257163
Condition_4,0.0,74.6350419919866,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.1,74.37205403042185,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.2,75.68688415378602,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.30000000000000004,69.7444534623049,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.4,67.0036729026838,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.5,70.67882611658301,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.6000000000000001,57.676359279300236,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.7000000000000001,54.6650422655292,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.8,57.29347973358086,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,0.9,55.71335837447852,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.0,50.18480983369103,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.1,49.163097090209206,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.2000000000000002,48.00653741671782,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.3,35.35205864338167,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.4000000000000001,48.890162795882574,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.5,53.01070162906665,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.6,25.81584685049257,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.7000000000000002,34.695726578412994,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.8,35.781572264754885,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,1.9000000000000001,22.11240667608147,8.639739801108334,0.626965099159957,80.68397819075061
Condition_4,2.0,20.543799683954457,8.639739801108334,0.626965099159957,80.68397819075061
Condition_5,0.0,44.61019674364713,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.1,44.02413278948864,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.2,46.794708097138326,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.30000000000000004,45.19049921151581,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.4,38.45430715981473,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.5,30.652895324359747,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.6000000000000001,27.918694158965117,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.7000000000000001,27.392707369628052,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.8,29.3689942469732,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,0.9,27.6431885514858,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.0,29.205503017537517,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.1,19.306832231494162,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.2000000000000002,10.38730880413672,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.3,16.49382316496247,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.4000000000000001,20.220153668128,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.5,10.316080062232622,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.6,16.807532965671037,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.7000000000000002,12.368970121551008,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.8,19.374303957832453,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,1.9000000000000001,13.459334571335587,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_5,2.0,3.879488746512437,7.317362629312189,1.0837532281978317,52.771494450946165
Condition_6,0.0,46.085793486544304,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.1,32.521944790175624,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.2,35.591258169453006,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.30000000000000004,34.763670385053175,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.4,22.357276463639405,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.5,24.04865041556685,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.6000000000000001,22.12418181773707,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.7000000000000001,19.814392302470285,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.8,16.200775145263215,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,0.9,11.717087626932422,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.0,11.408913972559093,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.1,13.335849238224178,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.2000000000000002,13.733210697465202,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.3,12.314631478039358,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.4000000000000001,9.837835401084543,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.5,7.506206213095616,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.6,5.8561411981500955,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.7000000000000002,5.801013042541487,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.8,9.628231329473012,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,1.9000000000000001,6.938257533952763,5.966233391213669,1.3983712465036855,41.59608547618734
Condition_6,2.0,1.0,5.966233391213669,1.3983712465036855,41.59608547618734
